,file,size(byte),size(B),size(MB),size(GB),atime,mtime,ctime
550,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_113.txt,22386,2798.2,349.78,43.723,2022-08-20 19:06:49,2022-08-14 14:36:05,2022-08-14 14:36:05
551,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_114.txt,22554,2819.2,352.41,44.051,2022-08-20 19:06:49,2022-08-14 14:43:16,2022-08-14 14:43:16
552,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_115.txt,847,105.9,13.23,1.654,2022-08-20 19:06:49,2022-08-14 15:09:54,2022-08-14 15:09:54
553,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_116.txt,833,104.1,13.02,1.627,2022-08-20 19:06:49,2022-08-14 15:11:43,2022-08-14 15:11:43
554,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_117.txt,650,81.2,10.16,1.27,2022-08-20 19:06:49,2022-08-14 15:12:24,2022-08-14 15:12:24
555,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_118.txt,651,81.4,10.17,1.271,2022-08-20 19:06:49,2022-08-14 15:27:23,2022-08-14 15:27:23
556,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_119.txt,308,38.5,4.81,0.602,2022-08-20 19:06:49,2022-08-14 15:30:07,2022-08-14 15:30:07
557,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_120.txt,308,38.5,4.81,0.602,2022-08-20 19:06:49,2022-08-14 15:42:17,2022-08-14 15:42:17
558,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_121.txt,308,38.5,4.81,0.602,2022-08-20 19:06:49,2022-08-14 15:45:47,2022-08-14 15:45:47
559,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_122.txt,24202,3025.2,378.16,47.27,2022-08-20 19:06:49,2022-08-14 15:51:29,2022-08-14 15:51:29
560,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_123.txt,503,62.9,7.86,0.982,2022-08-20 19:06:50,2022-08-14 15:56:22,2022-08-14 15:56:22
561,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_124.txt,503,62.9,7.86,0.982,2022-08-20 19:06:50,2022-08-14 15:57:57,2022-08-14 15:57:57
562,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_125.txt,24737,3092.1,386.52,48.314,2022-08-20 19:06:50,2022-08-14 15:59:03,2022-08-14 15:59:03
563,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_126.txt,22317,2789.6,348.7,43.588,2022-08-20 19:06:50,2022-08-14 16:09:09,2022-08-14 16:09:09
564,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_127.txt,78,9.8,1.22,0.152,2022-08-20 19:06:50,2022-08-14 21:38:09,2022-08-14 21:38:09
565,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_128.txt,79,9.9,1.23,0.154,2022-08-20 19:06:50,2022-08-14 21:39:58,2022-08-14 21:39:58
566,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-14_129.txt,79,9.9,1.23,0.154,2022-08-20 19:06:50,2022-08-14 21:41:16,2022-08-14 21:41:16
567,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-15_130.txt,289,36.1,4.52,0.564,2022-08-20 19:06:50,2022-08-15 14:09:54,2022-08-15 14:09:54
568,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-15_131.txt,288,36.0,4.5,0.562,2022-08-20 19:06:50,2022-08-15 17:03:20,2022-08-15 17:03:20
569,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-15_132.txt,289,36.1,4.52,0.564,2022-08-20 19:06:50,2022-08-15 17:03:49,2022-08-15 17:03:49
570,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-15_133.txt,289,36.1,4.52,0.564,2022-08-20 19:06:50,2022-08-15 17:04:34,2022-08-15 17:04:34
571,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_134.txt,78,9.8,1.22,0.152,2022-08-20 19:06:50,2022-08-16 02:24:25,2022-08-16 02:24:25
572,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_135.txt,79,9.9,1.23,0.154,2022-08-20 19:06:50,2022-08-16 02:26:17,2022-08-16 02:26:17
573,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_136.txt,79,9.9,1.23,0.154,2022-08-20 19:06:50,2022-08-16 02:28:19,2022-08-16 02:28:19
574,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_137.txt,79,9.9,1.23,0.154,2022-08-20 19:06:50,2022-08-16 02:45:02,2022-08-16 02:45:02
575,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_138.txt,79,9.9,1.23,0.154,2022-08-20 19:06:50,2022-08-16 02:46:35,2022-08-16 02:46:35
576,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_139.txt,79,9.9,1.23,0.154,2022-08-20 19:06:50,2022-08-16 02:56:35,2022-08-16 02:56:35
577,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_140.txt,79,9.9,1.23,0.154,2022-08-20 19:06:50,2022-08-16 02:58:16,2022-08-16 02:58:16
578,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_141.txt,78,9.8,1.22,0.152,2022-08-20 19:06:50,2022-08-16 03:01:23,2022-08-16 03:01:23
579,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_142.txt,79,9.9,1.23,0.154,2022-08-20 19:06:50,2022-08-16 03:06:02,2022-08-16 03:06:02
580,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_143.txt,79,9.9,1.23,0.154,2022-08-20 19:06:50,2022-08-16 03:12:05,2022-08-16 03:12:05
581,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_144.txt,79,9.9,1.23,0.154,2022-08-20 19:06:50,2022-08-16 03:21:10,2022-08-16 03:21:10
582,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_145.txt,79,9.9,1.23,0.154,2022-08-20 19:06:50,2022-08-16 03:23:27,2022-08-16 03:23:27
583,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_146.txt,286,35.8,4.47,0.559,2022-08-20 19:06:50,2022-08-16 03:30:45,2022-08-16 03:30:45
584,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-16_147.txt,29011,3626.4,453.3,56.662,2022-08-20 19:06:50,2022-08-16 03:36:09,2022-08-16 03:36:09
585,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_148.txt,315,39.4,4.92,0.615,2022-08-20 19:06:50,2022-08-19 18:48:49,2022-08-19 18:48:49
586,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_149.txt,317,39.6,4.95,0.619,2022-08-20 19:06:50,2022-08-19 19:13:47,2022-08-19 19:13:47
587,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_150.txt,80,10.0,1.25,0.156,2022-08-20 19:06:50,2022-08-19 19:16:54,2022-08-19 19:16:54
588,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_151.txt,80,10.0,1.25,0.156,2022-08-20 19:06:50,2022-08-19 19:18:02,2022-08-19 19:18:02
589,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_152.txt,80,10.0,1.25,0.156,2022-08-20 19:06:50,2022-08-19 19:22:36,2022-08-19 19:22:36
590,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_153.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 19:22:51,2022-08-19 19:22:51
591,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_154.txt,80,10.0,1.25,0.156,2022-08-20 19:06:51,2022-08-19 19:22:58,2022-08-19 19:22:58
592,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_155.txt,80,10.0,1.25,0.156,2022-08-20 19:06:51,2022-08-19 19:34:16,2022-08-19 19:34:16
593,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_156.txt,80,10.0,1.25,0.156,2022-08-20 19:06:51,2022-08-19 19:34:55,2022-08-19 19:34:55
594,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_157.txt,303,37.9,4.73,0.592,2022-08-20 19:06:51,2022-08-19 19:40:19,2022-08-19 19:40:19
595,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_158.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 19:40:50,2022-08-19 19:40:50
596,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_159.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 19:41:38,2022-08-19 19:41:38
597,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_160.txt,316,39.5,4.94,0.617,2022-08-20 19:06:51,2022-08-19 19:44:18,2022-08-19 19:44:18
598,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_161.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 19:45:33,2022-08-19 19:45:33
599,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_162.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 19:48:43,2022-08-19 19:48:43
600,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_163.txt,316,39.5,4.94,0.617,2022-08-20 19:06:51,2022-08-19 19:49:13,2022-08-19 19:49:13
601,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_164.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 19:49:40,2022-08-19 19:49:40
602,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_165.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 19:51:03,2022-08-19 19:51:03
603,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_166.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 19:54:54,2022-08-19 19:54:54
604,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_167.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 19:55:07,2022-08-19 19:55:07
605,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_168.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 19:55:32,2022-08-19 19:55:32
606,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_169.txt,79,9.9,1.23,0.154,2022-08-20 19:06:51,2022-08-19 19:55:58,2022-08-19 19:55:58
607,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_170.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 19:56:50,2022-08-19 19:56:50
608,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_171.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 19:58:26,2022-08-19 19:58:26
609,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_172.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 19:59:36,2022-08-19 19:59:36
610,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_173.txt,79,9.9,1.23,0.154,2022-08-20 19:06:51,2022-08-19 19:59:47,2022-08-19 19:59:47
611,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_174.txt,317,39.6,4.95,0.619,2022-08-20 19:06:51,2022-08-19 20:02:36,2022-08-19 20:02:36
612,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-19_175.txt,80,10.0,1.25,0.156,2022-08-20 19:06:51,2022-08-19 20:02:51,2022-08-19 20:02:51
613,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_176.txt,78,9.8,1.22,0.152,2022-08-21 09:54:23,2022-08-21 09:54:23,2022-08-21 09:54:23
614,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_177.txt,77,9.6,1.2,0.15,2022-08-21 10:03:15,2022-08-21 10:03:15,2022-08-21 10:03:15
615,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_178.txt,78,9.8,1.22,0.152,2022-08-21 10:03:51,2022-08-21 10:03:51,2022-08-21 10:03:51
616,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_179.txt,77,9.6,1.2,0.15,2022-08-21 10:04:56,2022-08-21 10:04:56,2022-08-21 10:04:56
617,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_180.txt,77,9.6,1.2,0.15,2022-08-21 10:05:13,2022-08-21 10:05:13,2022-08-21 10:05:13
618,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_181.txt,77,9.6,1.2,0.15,2022-08-21 10:08:53,2022-08-21 10:08:53,2022-08-21 10:08:53
619,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_182.txt,77,9.6,1.2,0.15,2022-08-21 10:09:16,2022-08-21 10:09:16,2022-08-21 10:09:16
620,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_183.txt,77,9.6,1.2,0.15,2022-08-21 10:10:24,2022-08-21 10:10:24,2022-08-21 10:10:24
621,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_184.txt,76,9.5,1.19,0.148,2022-08-21 10:10:34,2022-08-21 10:10:34,2022-08-21 10:10:34
622,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_185.txt,78,9.8,1.22,0.152,2022-08-21 10:17:48,2022-08-21 10:17:48,2022-08-21 10:17:48
623,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_186.txt,77,9.6,1.2,0.15,2022-08-21 10:19:02,2022-08-21 10:19:02,2022-08-21 10:19:02
624,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_187.txt,78,9.8,1.22,0.152,2022-08-21 10:21:01,2022-08-21 10:21:01,2022-08-21 10:21:01
625,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_188.txt,77,9.6,1.2,0.15,2022-08-21 10:22:29,2022-08-21 10:22:29,2022-08-21 10:22:29
626,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_189.txt,77,9.6,1.2,0.15,2022-08-21 10:29:41,2022-08-21 10:29:41,2022-08-21 10:29:41
627,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_190.txt,78,9.8,1.22,0.152,2022-08-21 10:42:15,2022-08-21 10:42:15,2022-08-21 10:42:15
628,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_191.txt,78,9.8,1.22,0.152,2022-08-21 10:43:23,2022-08-21 10:43:23,2022-08-21 10:43:23
629,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_192.txt,77,9.6,1.2,0.15,2022-08-21 10:45:01,2022-08-21 10:45:01,2022-08-21 10:45:01
630,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_193.txt,78,9.8,1.22,0.152,2022-08-21 10:47:47,2022-08-21 10:47:47,2022-08-21 10:47:47
631,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_194.txt,78,9.8,1.22,0.152,2022-08-21 10:48:07,2022-08-21 10:48:07,2022-08-21 10:48:07
632,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_195.txt,77,9.6,1.2,0.15,2022-08-21 10:49:01,2022-08-21 10:49:01,2022-08-21 10:49:01
633,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_196.txt,77,9.6,1.2,0.15,2022-08-21 10:49:09,2022-08-21 10:49:09,2022-08-21 10:49:09
634,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_197.txt,77,9.6,1.2,0.15,2022-08-21 10:49:18,2022-08-21 10:49:18,2022-08-21 10:49:18
635,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_198.txt,78,9.8,1.22,0.152,2022-08-21 11:05:30,2022-08-21 11:05:30,2022-08-21 11:05:30
636,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_199.txt,77,9.6,1.2,0.15,2022-08-21 11:06:49,2022-08-21 11:06:49,2022-08-21 11:06:49
637,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_200.txt,78,9.8,1.22,0.152,2022-08-21 11:07:19,2022-08-21 11:07:19,2022-08-21 11:07:19
638,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_201.txt,77,9.6,1.2,0.15,2022-08-21 11:13:36,2022-08-21 11:13:36,2022-08-21 11:13:36
639,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_202.txt,77,9.6,1.2,0.15,2022-08-21 11:14:31,2022-08-21 11:14:31,2022-08-21 11:14:31
640,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_203.txt,78,9.8,1.22,0.152,2022-08-21 11:18:19,2022-08-21 11:18:19,2022-08-21 11:18:19
641,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_204.txt,78,9.8,1.22,0.152,2022-08-21 11:18:40,2022-08-21 11:18:40,2022-08-21 11:18:40
642,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_205.txt,77,9.6,1.2,0.15,2022-08-21 11:22:33,2022-08-21 11:22:33,2022-08-21 11:22:33
643,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_206.txt,76,9.5,1.19,0.148,2022-08-21 11:23:51,2022-08-21 11:23:51,2022-08-21 11:23:51
644,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_207.txt,77,9.6,1.2,0.15,2022-08-21 11:24:41,2022-08-21 11:24:41,2022-08-21 11:24:41
645,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_208.txt,77,9.6,1.2,0.15,2022-08-21 11:25:05,2022-08-21 11:25:05,2022-08-21 11:25:05
646,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_209.txt,78,9.8,1.22,0.152,2022-08-21 11:25:18,2022-08-21 11:25:18,2022-08-21 11:25:18
647,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_210.txt,77,9.6,1.2,0.15,2022-08-21 11:25:49,2022-08-21 11:25:49,2022-08-21 11:25:49
648,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_211.txt,77,9.6,1.2,0.15,2022-08-21 11:27:58,2022-08-21 11:27:58,2022-08-21 11:27:58
649,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_212.txt,77,9.6,1.2,0.15,2022-08-21 11:28:10,2022-08-21 11:28:10,2022-08-21 11:28:10
650,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_213.txt,76,9.5,1.19,0.148,2022-08-21 11:28:24,2022-08-21 11:28:24,2022-08-21 11:28:24
651,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_214.txt,77,9.6,1.2,0.15,2022-08-21 11:29:54,2022-08-21 11:29:54,2022-08-21 11:29:54
652,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_215.txt,77,9.6,1.2,0.15,2022-08-21 11:30:15,2022-08-21 11:30:15,2022-08-21 11:30:15
653,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_216.txt,78,9.8,1.22,0.152,2022-08-21 11:30:35,2022-08-21 11:30:35,2022-08-21 11:30:35
654,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_217.txt,77,9.6,1.2,0.15,2022-08-21 11:30:43,2022-08-21 11:30:43,2022-08-21 11:30:43
655,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_218.txt,77,9.6,1.2,0.15,2022-08-21 11:31:25,2022-08-21 11:31:25,2022-08-21 11:31:25
656,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_219.txt,76,9.5,1.19,0.148,2022-08-21 11:32:06,2022-08-21 11:32:06,2022-08-21 11:32:06
657,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_220.txt,77,9.6,1.2,0.15,2022-08-21 11:32:45,2022-08-21 11:32:45,2022-08-21 11:32:45
658,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_221.txt,77,9.6,1.2,0.15,2022-08-21 11:34:40,2022-08-21 11:34:40,2022-08-21 11:34:40
659,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_222.txt,77,9.6,1.2,0.15,2022-08-21 11:36:41,2022-08-21 11:36:41,2022-08-21 11:36:41
660,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_223.txt,77,9.6,1.2,0.15,2022-08-21 11:37:59,2022-08-21 11:37:59,2022-08-21 11:37:59
661,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_224.txt,76,9.5,1.19,0.148,2022-08-21 11:38:41,2022-08-21 11:38:41,2022-08-21 11:38:41
662,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_225.txt,77,9.6,1.2,0.15,2022-08-21 11:40:06,2022-08-21 11:40:06,2022-08-21 11:40:06
663,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_226.txt,77,9.6,1.2,0.15,2022-08-21 11:42:16,2022-08-21 11:42:16,2022-08-21 11:42:16
664,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_227.txt,77,9.6,1.2,0.15,2022-08-21 11:42:47,2022-08-21 11:42:47,2022-08-21 11:42:47
665,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_228.txt,77,9.6,1.2,0.15,2022-08-21 11:45:34,2022-08-21 11:45:34,2022-08-21 11:45:34
666,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_229.txt,78,9.8,1.22,0.152,2022-08-21 11:45:41,2022-08-21 11:45:41,2022-08-21 11:45:41
667,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_230.txt,78,9.8,1.22,0.152,2022-08-21 11:45:55,2022-08-21 11:45:55,2022-08-21 11:45:55
668,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_231.txt,77,9.6,1.2,0.15,2022-08-21 11:46:04,2022-08-21 11:46:04,2022-08-21 11:46:04
669,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_232.txt,78,9.8,1.22,0.152,2022-08-21 11:48:25,2022-08-21 11:48:25,2022-08-21 11:48:25
670,D:/Note_Database/Subject/CPDWG Custom Program Developed With Gidhub/Local-File-Backup\src\log\log_2022-08-21_233.txt,78,9.8,1.22,0.152,2022-08-21 11:52:34,2022-08-21 11:52:34,2022-08-21 11:52:34
